Jacksonville,-81.6749,30.3322,-4.0,999
Medina,39.6,24.4667,3.0,999
Srīnagar,74.8061,34.0911,5.5,999
Omsk,73.3833,54.9667,6.0,999
Huazhou,110.6294,21.654,6.0,999
Cilacap,109.017,-7.7167,7.0,999
Xiantao,113.4,30.3833,8.0,999
Bandar Lampung,105.2625,-5.4294,7.0,999
Samara,50.1167,53.1833,4.0,999
Guankou,113.625,28.1417,8.0,999
Ulsan,129.3167,35.55,9.0,999
Dingzhou,114.9845,38.5158,8.0,999
Campinas,-47.0573,-22.9009,-3.0,999
Lianyuan,111.6659,27.6961,8.0,999
Rongcheng,112.9019,29.8239,8.0,999
Kaiyuan,113.8153,36.0656,8.0,999
Nay Pyi Taw,96.1583,19.8028,6.5,999
Dakar,-17.4572,14.7319,0.0,999
Zhuji,120.2314,29.7169,8.0,999
Zapopan,-103.4,20.7167,-5.0,999
Leiyang,112.8457,26.4179,8.0,999
